ticker,trade_date,insider_name,trade_type,shares,price,value,raw_response_preview
CSCO,2025-02-20,David Goeckeler,P - Purchase,8000.0,51.5,412000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Chuck Robbins"",
    ""role"": ""Chairman and CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    "
CSCO,2025-03-15,Chuck Robbins,S - Sale,12000.0,53.25,639000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Chuck Robbins"",
    ""role"": ""Chairman and CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    "
CSCO,2025-04-05,Mark Chandler,S - Sale+OE,7000.0,54.0,378000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Chuck Robbins"",
    ""role"": ""Chairman and CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    "
CSCO,2025-05-20,Kelly Kramer,P - Purchase,6000.0,52.75,316500.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Chuck Robbins"",
    ""role"": ""Chairman and CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    "
DELL,2024-11-15,Michael S. Dell,S - Sale,1000000.0,50.25,50250000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Michael S. Dell"",
    ""role"": ""Chairman and CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000000,
    ""price_per_share"": 50.25,
"
DELL,2024-12-01,Jeffrey W. Clarke,S - Sale,500000.0,51.75,25875000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Michael S. Dell"",
    ""role"": ""Chairman and CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000000,
    ""price_per_share"": 50.25,
"
DELL,2024-12-15,Tom P. Sweet,P - Purchase,20000.0,52.0,1040000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Michael S. Dell"",
    ""role"": ""Chairman and CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000000,
    ""price_per_share"": 50.25,
"
DELL,2025-01-10,Michael S. Dell,S - Sale+OE,1500000.0,53.5,80250000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Michael S. Dell"",
    ""role"": ""Chairman and CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000000,
    ""price_per_share"": 50.25,
"
DELL,2025-02-20,Jeffrey W. Clarke,S - Sale,300000.0,54.25,16275000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Michael S. Dell"",
    ""role"": ""Chairman and CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000000,
    ""price_per_share"": 50.25,
"
DELL,2025-03-15,Tom P. Sweet,P - Purchase,15000.0,55.0,825000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Michael S. Dell"",
    ""role"": ""Chairman and CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000000,
    ""price_per_share"": 50.25,
"
DELL,2025-04-05,Michael S. Dell,S - Sale,2000000.0,56.75,113500000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Michael S. Dell"",
    ""role"": ""Chairman and CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000000,
    ""price_per_share"": 50.25,
"
DELL,2025-05-20,Jeffrey W. Clarke,S - Sale+OE,400000.0,57.5,23000000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Michael S. Dell"",
    ""role"": ""Chairman and CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000000,
    ""price_per_share"": 50.25,
"
EBAY,2024-11-15,Pierre Omidyar,S - Sale,10000.0,45.23,452300.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Pierre Omidyar"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 45.23,
    ""total_"
EBAY,2024-12-01,Jeffrey Skoll,S - Sale,5000.0,46.12,230600.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Pierre Omidyar"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 45.23,
    ""total_"
EBAY,2025-01-10,David Dorman,P - Purchase,2000.0,47.5,95000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Pierre Omidyar"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 45.23,
    ""total_"
EBAY,2025-02-20,Pierre Omidyar,S - Sale+OE,8000.0,48.3,386400.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Pierre Omidyar"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 45.23,
    ""total_"
EBAY,2025-03-15,Jeffrey Skoll,S - Sale,3000.0,49.2,147600.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Pierre Omidyar"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 45.23,
    ""total_"
EBAY,2025-04-05,David Dorman,P - Purchase,1500.0,50.1,75150.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Pierre Omidyar"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 45.23,
    ""total_"
EBAY,2025-05-22,Pierre Omidyar,S - Sale+OE,6000.0,51.0,306000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Pierre Omidyar"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 45.23,
    ""total_"
GOOGL,2024-11-15,Sundar Pichai,S - Sale,1000.0,175.5,175500.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Sundar Pichai"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 175.50,
    ""total_value"""
GOOGL,2024-12-01,Larry Page,S - Sale,500.0,178.25,89125.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Sundar Pichai"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 175.50,
    ""total_value"""
GOOGL,2024-12-15,Sergey Brin,S - Sale,300.0,180.75,54225.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Sundar Pichai"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 175.50,
    ""total_value"""
GOOGL,2025-01-10,Sundar Pichai,S - Sale+OE,2000.0,185.0,370000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Sundar Pichai"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 175.50,
    ""total_value"""
GOOGL,2025-02-20,Larry Page,P - Purchase,200.0,190.5,38100.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Sundar Pichai"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 175.50,
    ""total_value"""
GOOGL,2025-03-15,Sergey Brin,S - Sale,400.0,195.25,78100.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Sundar Pichai"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 175.50,
    ""total_value"""
GOOGL,2025-04-05,Sundar Pichai,S - Sale+OE,1500.0,200.0,300000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Sundar Pichai"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 175.50,
    ""total_value"""
GOOGL,2025-05-20,Larry Page,S - Sale,300.0,205.75,61725.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Sundar Pichai"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 175.50,
    ""total_value"""
IBM,2024-11-15,John Doe,S - Sale,1000.0,150.25,150250.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""John Doe"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""total_value"""
IBM,2024-12-01,Jane Smith,P - Purchase,500.0,145.75,72875.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""John Doe"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""total_value"""
IBM,2025-01-10,Robert Johnson,S - Sale+OE,2000.0,155.0,310000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""John Doe"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""total_value"""
IBM,2025-02-20,Emily Davis,P - Purchase,300.0,160.5,48150.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""John Doe"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""total_value"""
IBM,2025-03-15,Michael Brown,S - Sale,1500.0,165.25,247875.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""John Doe"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""total_value"""
IBM,2025-04-05,Sarah Wilson,S - Sale+OE,1000.0,170.0,170000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""John Doe"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""total_value"""
IBM,2025-05-20,David Lee,P - Purchase,800.0,175.5,140400.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""John Doe"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""total_value"""
INTC,2024-11-15,Robert Swan,S - Sale,10000.0,50.25,502500.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Robert Swan"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    ""total_value"": "
INTC,2024-12-01,VM Sundari,P - Purchase,5000.0,48.75,243750.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Robert Swan"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    ""total_value"": "
INTC,2025-01-10,Gregory M. Bryant,S - Sale+OE,15000.0,52.0,780000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Robert Swan"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    ""total_value"": "
INTC,2025-02-20,Michelle John,P - Purchase,3000.0,55.5,166500.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Robert Swan"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    ""total_value"": "
INTC,2025-03-15,Venkat S. Shenoy,S - Sale,8000.0,53.25,426000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Robert Swan"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    ""total_value"": "
INTC,2025-04-05,David Zinsner,S - Sale+OE,12000.0,51.75,621000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Robert Swan"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    ""total_value"": "
INTC,2025-05-20,Keyvan Esfarjani,P - Purchase,6000.0,49.5,297000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Robert Swan"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    ""total_value"": "
LRCX,2024-11-15,Martin P. Anstine,S - Sale,5000.0,450.23,2251150.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Martin P. Anstine"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 5000,
    ""price_per_share"": 450.23,
    ""tot"
LRCX,2024-12-10,Ewa K. Korczak,P - Purchase,2000.0,475.5,951000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Martin P. Anstine"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 5000,
    ""price_per_share"": 450.23,
    ""tot"
LRCX,2025-01-22,James T. McGregor,S - Sale+OE,3000.0,480.75,1442250.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Martin P. Anstine"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 5000,
    ""price_per_share"": 450.23,
    ""tot"
LRCX,2025-03-05,Martin P. Anstine,S - Sale,4000.0,500.0,2000000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Martin P. Anstine"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 5000,
    ""price_per_share"": 450.23,
    ""tot"
LRCX,2025-04-18,Ewa K. Korczak,P - Purchase,1500.0,520.3,780450.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Martin P. Anstine"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 5000,
    ""price_per_share"": 450.23,
    ""tot"
LRCX,2025-05-28,James T. McGregor,S - Sale+OE,2500.0,510.5,1276250.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Martin P. Anstine"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 5000,
    ""price_per_share"": 450.23,
    ""tot"
META,2024-11-15,Mark Zuckerberg,S - Sale,100000.0,450.25,45025000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Mark Zuckerberg"",
    ""role"": ""Chairman and CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 100000,
    ""price_per_share"": 450.25,
"
META,2024-12-01,Sheryl Sandberg,S - Sale,50000.0,460.5,23025000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Mark Zuckerberg"",
    ""role"": ""Chairman and CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 100000,
    ""price_per_share"": 450.25,
"
META,2025-01-10,Chris Cox,P - Purchase,20000.0,470.75,9415000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Mark Zuckerberg"",
    ""role"": ""Chairman and CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 100000,
    ""price_per_share"": 450.25,
"
META,2025-02-20,Mark Zuckerberg,S - Sale+OE,150000.0,480.0,72000000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Mark Zuckerberg"",
    ""role"": ""Chairman and CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 100000,
    ""price_per_share"": 450.25,
"
META,2025-03-15,Pedro Canahuati,S - Sale,30000.0,490.25,14707500.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Mark Zuckerberg"",
    ""role"": ""Chairman and CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 100000,
    ""price_per_share"": 450.25,
"
META,2025-04-05,Javier Olivan,P - Purchase,10000.0,500.5,5005000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Mark Zuckerberg"",
    ""role"": ""Chairman and CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 100000,
    ""price_per_share"": 450.25,
"
META,2025-05-20,Sheryl Sandberg,S - Sale,75000.0,510.75,38306250.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Mark Zuckerberg"",
    ""role"": ""Chairman and CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 100000,
    ""price_per_share"": 450.25,
"
MSFT,2024-11-15,Satya Nadella,S - Sale,50000.0,500.25,25012500.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Satya Nadella"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 50000,
    ""price_per_share"": 500.25,
    ""total_value"
MSFT,2024-12-01,Amy Hood,S - Sale,30000.0,510.75,15322500.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Satya Nadella"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 50000,
    ""price_per_share"": 500.25,
    ""total_value"
MSFT,2025-01-10,Brad Smith,P - Purchase,10000.0,520.5,5205000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Satya Nadella"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 50000,
    ""price_per_share"": 500.25,
    ""total_value"
MSFT,2025-02-20,Satya Nadella,S - Sale+OE,75000.0,530.25,39768750.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Satya Nadella"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 50000,
    ""price_per_share"": 500.25,
    ""total_value"
MSFT,2025-03-15,Amy Hood,P - Purchase,5000.0,540.0,2700000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Satya Nadella"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 50000,
    ""price_per_share"": 500.25,
    ""total_value"
MSFT,2025-04-05,Brad Smith,S - Sale,20000.0,550.5,11010000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Satya Nadella"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 50000,
    ""price_per_share"": 500.25,
    ""total_value"
MSFT,2025-05-20,Satya Nadella,S - Sale+OE,100000.0,560.75,56075000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Satya Nadella"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 50000,
    ""price_per_share"": 500.25,
    ""total_value"
MU,2024-11-15,Mark Durcan,S - Sale,5000.0,120.5,602500.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Mark Durcan"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 5000,
    ""price_per_share"": 120.50,
    ""total_val"
MU,2024-12-01,Robert E. Swan,P - Purchase,2000.0,115.25,230500.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Mark Durcan"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 5000,
    ""price_per_share"": 120.50,
    ""total_val"
MU,2025-01-10,Mark Durcan,S - Sale+OE,3000.0,125.75,377250.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Mark Durcan"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 5000,
    ""price_per_share"": 120.50,
    ""total_val"
MU,2025-02-20,Robert E. Swan,S - Sale,4000.0,130.0,520000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Mark Durcan"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 5000,
    ""price_per_share"": 120.50,
    ""total_val"
MU,2025-03-15,Mark Durcan,P - Purchase,1500.0,128.5,192750.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Mark Durcan"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 5000,
    ""price_per_share"": 120.50,
    ""total_val"
MU,2025-04-05,Robert E. Swan,S - Sale+OE,2500.0,135.25,338125.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Mark Durcan"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 5000,
    ""price_per_share"": 120.50,
    ""total_val"
MU,2025-05-20,Mark Durcan,S - Sale,3500.0,140.0,490000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Mark Durcan"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 5000,
    ""price_per_share"": 120.50,
    ""total_val"
NOW,2024-11-15,John Doe,P - Purchase,1000.0,500.0,500000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""John Doe"",
    ""role"": ""Director"",
    ""transaction_type"": ""P - Purchase"",
    ""shares"": 1000,
    ""price_per_share"": 500.00,
    ""total_va"
NOW,2024-12-01,Jane Smith,S - Sale,2000.0,520.0,1040000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""John Doe"",
    ""role"": ""Director"",
    ""transaction_type"": ""P - Purchase"",
    ""shares"": 1000,
    ""price_per_share"": 500.00,
    ""total_va"
NOW,2025-01-10,Alice Johnson,S - Sale+OE,1500.0,530.0,795000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""John Doe"",
    ""role"": ""Director"",
    ""transaction_type"": ""P - Purchase"",
    ""shares"": 1000,
    ""price_per_share"": 500.00,
    ""total_va"
NOW,2025-02-20,Bob Brown,P - Purchase,500.0,510.0,255000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""John Doe"",
    ""role"": ""Director"",
    ""transaction_type"": ""P - Purchase"",
    ""shares"": 1000,
    ""price_per_share"": 500.00,
    ""total_va"
NOW,2025-03-05,Charlie Wilson,S - Sale,1000.0,540.0,540000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""John Doe"",
    ""role"": ""Director"",
    ""transaction_type"": ""P - Purchase"",
    ""shares"": 1000,
    ""price_per_share"": 500.00,
    ""total_va"
NOW,2025-04-12,Diana Miller,S - Sale+OE,800.0,550.0,440000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""John Doe"",
    ""role"": ""Director"",
    ""transaction_type"": ""P - Purchase"",
    ""shares"": 1000,
    ""price_per_share"": 500.00,
    ""total_va"
NOW,2025-05-25,Ethan Davis,P - Purchase,300.0,560.0,168000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""John Doe"",
    ""role"": ""Director"",
    ""transaction_type"": ""P - Purchase"",
    ""shares"": 1000,
    ""price_per_share"": 500.00,
    ""total_va"
NVDA,2024-11-15,Jensen Huang,S - Sale,5000.0,100.5,502500.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Jensen Huang"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 5000,
    ""price_per_share"": 100.50,
    ""total_value"":"
NVDA,2024-12-01,Colette Kress,P - Purchase,2000.0,95.25,190500.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Jensen Huang"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 5000,
    ""price_per_share"": 100.50,
    ""total_value"":"
NVDA,2025-01-10,Jensen Huang,S - Sale+OE,10000.0,105.75,1057500.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Jensen Huang"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 5000,
    ""price_per_share"": 100.50,
    ""total_value"":"
NVDA,2025-02-20,Mark A. Stevens,S - Sale,3000.0,110.0,330000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Jensen Huang"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 5000,
    ""price_per_share"": 100.50,
    ""total_value"":"
NVDA,2025-03-15,Chris Malachowsky,P - Purchase,1500.0,108.5,162750.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Jensen Huang"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 5000,
    ""price_per_share"": 100.50,
    ""total_value"":"
NVDA,2025-04-05,Jensen Huang,S - Sale,7000.0,115.25,806750.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Jensen Huang"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 5000,
    ""price_per_share"": 100.50,
    ""total_value"":"
NVDA,2025-05-20,Colette Kress,S - Sale+OE,4000.0,120.0,480000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Jensen Huang"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 5000,
    ""price_per_share"": 100.50,
    ""total_value"":"
ORCL,2024-11-15,Larry Ellison,S - Sale,100000.0,120.5,12050000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Larry Ellison"",
    ""role"": ""Chairman of the Board"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 100000,
    ""price_per_share"": 120.5"
ORCL,2024-12-01,Safra Catz,P - Purchase,5000.0,118.75,593750.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Larry Ellison"",
    ""role"": ""Chairman of the Board"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 100000,
    ""price_per_share"": 120.5"
ORCL,2025-01-10,Mark Hurd,S - Sale,20000.0,125.25,2505000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Larry Ellison"",
    ""role"": ""Chairman of the Board"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 100000,
    ""price_per_share"": 120.5"
ORCL,2025-02-20,Jeff Henley,S - Sale+OE,30000.0,130.0,3900000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Larry Ellison"",
    ""role"": ""Chairman of the Board"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 100000,
    ""price_per_share"": 120.5"
ORCL,2025-03-15,Larry Ellison,P - Purchase,75000.0,128.5,9637500.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Larry Ellison"",
    ""role"": ""Chairman of the Board"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 100000,
    ""price_per_share"": 120.5"
ORCL,2025-04-05,Safra Catz,S - Sale,15000.0,132.0,1980000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Larry Ellison"",
    ""role"": ""Chairman of the Board"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 100000,
    ""price_per_share"": 120.5"
